,ih_class
1175,0.3075328332018589
1176,0.6618381483027628
1177,0.2837304353639762
1178,0.3809394225597342
1179,0.28283756908523017
1180,0.621924415488591
1181,0.34738689836153236
1182,0.26700824833724535
1183,0.26412193585159577
1184,0.3084817533540578
1185,0.2912589316299814
1186,0.26592475637719687
1187,0.5175549512364367
1188,0.26393240106023164
1189,0.16330982685303097
1190,0.520642642112851
1191,0.38524770863651403
1192,0.17717082834755019
1193,0.2767997937224246
1194,0.727534686884615
1195,0.5649256744090467
1196,0.31873221053749795
1197,0.3026791563627593
1198,0.28585374757905346
1199,0.2875514070578701
1200,0.3728986109637457
1201,0.27211759041417743
1202,0.2821072416753901
1203,0.2830305826771278
1204,0.28723228986452587
1205,0.45124324953047035
1206,0.5761742670944519
1207,0.2695415807246131
1208,0.2718585407877667
1209,0.2858156115103181
1210,0.47967919961044697
1211,0.27959350190340315
1212,0.14166193440249902
1213,0.15614831959196712
1214,0.3883359564741232
1215,0.5516271052579045
1216,0.26687868490154965
1217,0.2753841009574877
1218,0.2844187213127078
1219,0.27285587893010843
1220,0.5450623869199483
1221,0.5511674157238099
1222,0.332728963454949
1223,0.7013549999392743
1224,0.4033906460774486
1225,0.574551511103576
1226,0.2643188571656331
1227,0.2671443772630898
1228,0.7059527456459238
1229,0.5177313887547567
1230,0.34268913487683783
1231,0.4286429023554415
1232,0.5460085613232897
1233,0.7685890941505686
1234,0.521008630958119
1235,0.2728988948809124
1236,0.25991712281578033
1237,0.374735192844827
1238,0.2668316101618451
1239,0.6113966222102
1240,0.28763383271136095
1241,0.35622279738999896
1242,0.2724155424765478
1243,0.3237547922782389
1244,0.405045768951901
1245,0.25444331729677994
1246,0.25054658872289437
1247,0.2972377622451209
1248,0.3622136671796141
1249,0.29234124814630585
1250,0.2594521022950314
1251,0.5250412306354301
1252,0.19127813943620664
